"Events","phoneNumber"
"[{""EventType"":""Ported"",""LastChangedDate"":""2010-01-08T21:54:35Z""}]","61614111144"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-08-26T22:20:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-08-26T22:20:00Z""}]","61614111144"
"","61614140111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-09-26T21:50:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-31T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-09-26T21:50:00Z""}]","61614141616"
"[{""EventType"":""Ported"",""LastChangedDate"":""2007-10-31T16:15:36Z""}]","61614143616"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-05-08T16:01:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-11T23:59:59Z""}]","61614166516"
"[{""EventType"":""Ported"",""LastChangedDate"":""2011-09-30T01:30:09Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-22T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-22T23:59:59Z""}]","61614503351"
"","61614661454"
"","61614664644"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-03-29T00:10:58Z""}]","61615441514"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-09-16T22:20:34Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-15T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-15T23:59:59Z""}]","61615501111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2005-06-20T22:02:00Z""}]","61615653634"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-01-16T05:26:24Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-06-02T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-16T05:26:24Z""}]","61616104411"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-10-10T01:31:12Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-12-28T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-12-28T23:59:59Z""}]","61616161164"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2018-05-01T22:26:00Z""},{""EventType"":""Ported"",""LastChangedDate"":""2020-11-02T23:29:00Z""}]","61616413053"
"","61616456006"
"","61616466050"
"[{""EventType"":""Ported"",""LastChangedDate"":""2013-10-18T00:27:40Z""}]","61631061341"
"[{""EventType"":""Ported"",""LastChangedDate"":""2013-04-25T22:04:04Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-09T23:59:59Z""}]","61631136344"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-01-07T00:36:23Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-17T23:59:59Z""}]","61631365116"
"","61633615111"
"","61633616110"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-02-28T01:32:01Z""}]","61633661340"
"","61634016141"
"[{""EventType"":""Ported"",""LastChangedDate"":""2011-10-03T20:16:17Z""}]","61634063644"
"","61634066616"
"","61634066616"
"","61634131411"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2021-04-19T07:15:00Z""},{""EventType"":""Ported"",""LastChangedDate"":""2021-04-15T22:52:30Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-15T22:52:30Z""}]","61634644465"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-05-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-06T23:59:59Z""}]","61636345616"
"","61641101644"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2020-03-30T12:40:17Z""}]","61641103111"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-07-17T16:01:58Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-07-17T16:01:58Z""}]","61641116111"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-24T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-09-22T23:59:59Z""}]","61641331440"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-12-21T16:09:01Z""}]","61641513500"
"","61641604641"
"","61644131151"
"","61644131564"
"","61644143114"
"","61644143114"
"","61644143114"
"","61644345111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-12-13T01:36:33Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-29T23:59:59Z""}]","61644403066"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-10-12T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-12T23:59:59Z""}]","61644406663"
"","61645045560"
"[{""EventType"":""Ported"",""LastChangedDate"":""2007-11-01T01:39:05Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-03T23:59:59Z""}]","61645054660"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-28T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-28T23:59:59Z""}]","61645156161"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-08-01T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-07-22T23:59:59Z""}]","61645661116"
"[{""EventType"":""Ported"",""LastChangedDate"":""2004-09-22T21:56:09Z""}]","61653566116"
"","61654153044"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-07-31T22:10:25Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-08T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-08T23:59:59Z""}]","61661356614"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-10-27T00:12:16Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-05T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-12-23T23:59:59Z""}]","61661551516"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-12-02T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-12-02T23:59:59Z""}]","61661664114"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2014-10-06T21:27:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-10-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-10-14T23:59:59Z""}]","61664360046"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-07T23:59:59Z""}]","61665146616"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2019-06-22T09:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-06-21T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-06-21T23:59:59Z""}]","63011116061"
"","63011143460"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-01-21T01:11:17Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-09T23:59:59Z""}]","63011305446"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2020-12-15T19:16:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-07T23:59:59Z""}]","63011341636"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-07-20T01:53:24Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-10T23:59:59Z""}]","63011406114"
"","63011501306"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-03-04T15:04:46Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-22T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-20T23:59:59Z""}]","63013013016"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-03-04T15:04:46Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-21T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-20T23:59:59Z""}]","63013013016"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-28T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-28T23:59:59Z""}]","63013101660"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-30T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-30T23:59:59Z""}]","63013111114"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-10-28T21:06:36Z""}]","63013146116"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-05-07T19:56:46Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-05-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-05-07T19:56:46Z""}]","63013163611"
"[{""EventType"":""Ported"",""LastChangedDate"":""2009-01-20T18:39:08Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-14T23:59:59Z""}]","63014036361"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-16T23:59:59Z""}]","63014065113"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-08T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-08T23:59:59Z""}]","63014541661"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-08-30T16:33:06Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-09T23:59:59Z""}]","63016100114"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-11-09T18:20:56Z""}]","63016141151"
"","63016146101"
"","63031364364"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-04T23:59:59Z""}]","63031464416"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-04T23:59:59Z""}]","63031464416"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-04T23:59:59Z""}]","63031464416"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-21T23:59:59Z""}]","63033166116"
"","63041461446"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-02-26T05:19:06Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-06-27T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-07-07T23:59:59Z""}]","63041630666"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-09-15T02:53:41Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-09-15T02:53:41Z""}]","63041646131"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2017-12-29T07:55:03Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-10-17T23:59:59Z""}]","63044131161"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-15T04:13:58Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-15T04:13:58Z""}]","63044161134"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-08-11T19:45:07Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-15T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-15T23:59:59Z""}]","63045460015"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-03-22T23:52:01Z""}]","63046144114"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-11-22T02:43:06Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-12-26T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2016-11-22T02:43:06Z""}]","63051111561"
"","63056601336"
"[{""EventType"":""Ported"",""LastChangedDate"":""2011-06-02T21:30:39Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-01-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-25T23:59:59Z""}]","63063301166"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-02-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-02-16T23:59:59Z""}]","63064644345"
"[{""EventType"":""Ported"",""LastChangedDate"":""2010-04-21T04:01:31Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-09-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-09-25T23:59:59Z""}]","63106114453"
"","63111116116"
"","63111116116"
"","63111116116"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-11-14T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-11-14T23:59:59Z""}]","63131113506"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-12-21T02:09:41Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-12-21T02:09:41Z""}]","63134461444"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-09-05T23:14:00Z""}]","63134544601"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2020-06-05T09:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-02T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-02T23:59:59Z""}]","63134660466"
"","63136011410"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-11-26T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-11-26T23:59:59Z""}]","63136016560"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-16T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-16T23:59:59Z""}]","63141400113"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-10-21T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-10-08T23:59:59Z""}]","63141543311"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-20T23:59:59Z""}]","63144115404"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2017-12-23T06:38:50Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2017-12-23T06:38:50Z""}]","63144161663"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-06-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-27T23:59:59Z""}]","63144344141"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-06-20T00:13:04Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-11-11T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-11-11T23:59:59Z""}]","63144551440"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-02-10T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-02-10T23:59:59Z""}]","63144601164"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-02-21T02:45:03Z""}]","63145314144"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-03-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-19T23:59:59Z""}]","63146640301"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-05-26T15:40:08Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-07-13T01:42:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-03T23:59:59Z""}]","63151136111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-12-02T23:33:07Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-05-11T23:59:59Z""}]","63151136111"
"","63151353645"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-25T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-26T17:17:40Z""}]","63151441110"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-12-05T23:35:10Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-02-27T21:47:49Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-30T23:59:59Z""}]","63151450114"
"[{""EventType"":""Ported"",""LastChangedDate"":""2014-08-16T19:46:19Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-10-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-07-18T13:19:55Z""}]","63151541600"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-09-08T23:02:28Z""}]","63153505044"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-12-28T13:46:20Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-08-31T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-11-30T23:59:59Z""}]","63154111434"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-11-28T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-11-28T23:59:59Z""}]","63154134514"
"[{""EventType"":""Ported"",""LastChangedDate"":""2018-10-09T16:25:12Z""}]","63154501044"
"","63154611001"
"","63154616616"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-05-11T01:39:14Z""}]","63156566361"
"","63161110661"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-08-21T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-08-21T23:59:59Z""}]","63161166666"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-10-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-10-23T23:59:59Z""}]","63164513105"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-10-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-10-23T23:59:59Z""}]","63164513105"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-10-23T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-10-23T23:59:59Z""}]","63164513105"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-11-27T15:29:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-04T23:59:59Z""}]","63301301313"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-11-17T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-11-17T23:59:59Z""}]","63303414614"
"[{""EventType"":""Ported"",""LastChangedDate"":""2016-02-03T23:56:59Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-20T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-20T23:59:59Z""}]","63305410111"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-03-11T22:01:01Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-01T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-03-11T22:01:01Z""}]","63311151306"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-03-05T15:46:25Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-21T23:59:59Z""}]","63311461063"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-09-19T18:34:12Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-07T23:59:59Z""}]","63313131131"
"[{""EventType"":""Ported"",""LastChangedDate"":""2020-09-02T19:08:00Z""}]","63314134141"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-06-23T22:02:07Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-03-15T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-03-15T23:59:59Z""}]","63314303466"
"","63314344641"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-06T04:35:32Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-06T00:00:00Z""}]","63314554061"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-03-06T04:35:32Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-03-06T00:00:00Z""}]","63314554061"
"","63341614535"
"","63344431364"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-11-10T03:25:41Z""}]","63401114011"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-02-09T01:32:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-07T23:59:59Z""}]","63401154346"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-02-09T01:32:45Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-07T23:59:59Z""}]","63401154346"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-05-03T22:48:46Z""}]","63401513401"
"","63403131011"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2020-06-03T22:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-15T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-15T23:59:59Z""}]","63404445416"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-12-03T20:06:39Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-01-18T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-01-18T23:59:59Z""}]","63404651564"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-08-12T20:41:21Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-08-12T20:41:21Z""}]","63405641406"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-08-12T20:41:21Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-08-12T20:41:21Z""}]","63405641406"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-08-12T20:41:21Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-08-12T20:41:21Z""}]","63405641406"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-08-12T20:41:21Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-08-12T20:41:21Z""}]","63405641406"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-08-12T20:41:21Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-08-12T20:41:21Z""}]","63405641406"
"","63411134315"
"","63411611641"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-12-29T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-12-29T23:59:59Z""}]","63411656361"
"","63413131114"
"[{""EventType"":""Ported"",""LastChangedDate"":""2015-09-15T21:43:04Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2019-01-03T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-04-03T23:59:59Z""}]","63431064051"
"[{""EventType"":""Ported"",""LastChangedDate"":""2021-05-05T15:29:01Z""}]","63431065611"
"","63431140116"
"","63431163606"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-09T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-09T23:59:59Z""}]","63431164110"
"[{""EventType"":""Ported"",""LastChangedDate"":""2011-11-04T19:52:16Z""}]","63431416666"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2017-12-20T10:00:00Z""},{""EventType"":""Ported"",""LastChangedDate"":""2013-12-13T22:21:07Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-07T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-07T23:59:59Z""}]","63431505361"
"","63431506131"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-10T23:42:10Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-10T23:42:10Z""}]","63431636666"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-11T00:15:03Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-11T00:15:04Z""}]","63434140331"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2019-05-26T22:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-09-28T10:32:02Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-09-28T10:32:02Z""}]","63434140561"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2019-05-26T22:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2018-09-28T10:32:02Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2018-09-28T10:32:02Z""}]","63434140561"
"[{""EventType"":""MSISDNChange"",""LastChangedDate"":""2020-06-04T09:00:00Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-04T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-06-05T23:59:59Z""}]","63436666315"
"[{""EventType"":""Ported"",""LastChangedDate"":""2019-01-21T22:32:36Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-13T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2019-01-21T22:32:36Z""}]","63504140513"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-01-19T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-01-19T23:59:59Z""}]","63505545040"
"[{""EventType"":""Ported"",""LastChangedDate"":""2012-12-19T01:49:41Z""}]","63514411441"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-04-15T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-04-15T23:59:59Z""}]","63514665411"
"","63545460166"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-05-15T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-05-15T23:59:59Z""}]","63546611441"
"[{""EventType"":""DeviceChange"",""LastChangedDate"":""2021-04-06T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2021-04-06T23:59:59Z""}]","63546615346"
"[{""EventType"":""Ported"",""LastChangedDate"":""2017-05-01T18:58:31Z""},{""EventType"":""DeviceChange"",""LastChangedDate"":""2020-11-26T23:59:59Z""},{""EventType"":""SIMSwap"",""LastChangedDate"":""2020-11-26T23:59:59Z""}]","63564451145"
"","63611011464"
